program,func,DECOMP,RECOMP,INLINE-ASM,TEST-EQUIV,BASIC
sqliteB4,randomBlob,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,randomFunc,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,rankStepFunc,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,rankValueFunc,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,read32bits,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,readDbPage,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,readFile,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,readFileContents,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,readfileFunc,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,readJournalHdr,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,readMasterJournal,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,readsTable,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,rebuildPage,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,recomputeColumnsNotIndexed,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,register_tm_clones,PASSED,PASSED,PASSED,PASSED,PASSED
sqliteB4,rehash,PASSED,PASSED,PASSED,FAILED,FAILED
sqliteB4,reindexDatabases,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,reindexTable,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,releaseAllSavepoints,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,releaseInodeInfo,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,releaseMemArray,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,releasePage,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,releasePageNotNull,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,releasePageOne,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,relocatePage,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,removeElementGivenHash,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,removeFromSharingList,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,removeUnindexableInClauseTerms,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameColumnElistNames,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameColumnExprCb,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameColumnFunc,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameColumnIdlistNames,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameColumnParseError,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameColumnSelectCb,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameColumnTokenNext,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameEditSql,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameParseCleanup,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameParseSql,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameReloadSchema,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameResolveTrigger,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameTableExprCb,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameTableFunc,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameTableSelectCb,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameTableTest,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameTestSchema,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameTokenFind,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameTokenFree,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameUnmapExprCb,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameWalkTrigger,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renameWalkWith,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,renderLogMsg,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,replaceFunc,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,resetAccumulator,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,resizeIndexObject,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,resizeResolveLabel,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,resolveAlias,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,resolveAsName,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,resolveAttachExpr,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,resolve_backslashes,PASSED,PASSED,PASSED,PASSED,PASSED
sqliteB4,resolveCompoundOrderBy,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,resolveExprStep,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,resolveOrderByTermToExprList,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,resolveOrderGroupBy,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,resolveOutOfRangeError,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,resolveP2Values,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,resolveRemoveWindows,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,resolveRemoveWindowsCb,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,resolveSelectStep,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,restore_debug_trace_modes,PASSED,PASSED,PASSED,PASSED,PASSED
sqliteB4,returnSingleInt,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,returnSingleText,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,robust_close,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,robustFchown,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,robust_ftruncate,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,robust_open,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,roundFunc,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,row_numberStepFunc,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,row_numberValueFunc,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,rowSetEntryAlloc,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,rowSetEntryMerge,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,rowSetEntrySort,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,rowSetListToTree,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,rowSetNDeepTree,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,rowSetTreeToList,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,runOneSqlLine,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,run_schema_dump_query,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,run_table_dump_query,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,samplePushPrevious,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,saveAllCursors,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,saveCursorKey,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,saveCursorPosition,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,saveCursorsOnList,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,save_err_msg,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,schemaIsValid,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,searchWith,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,seekAndRead,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,seekAndWrite,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,seekAndWriteFd,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,selectAddSubqueryTypeInfo,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,selectExpander,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,selectInnerLoop,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,selectOpName,PASSED,PASSED,PASSED,PASSED,PASSED
sqliteB4,selectPopWith,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,selectWindowRewriteEList,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,selectWindowRewriteExprCb,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,selectWindowRewriteSelectCb,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,serialGet,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,setAllPagerFlags,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,setChildPtrmaps,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,setDateTimeToCurrent,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,setDestPgsz,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,setDeviceCharacteristics,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,setGetterMethod,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,setJoinExpr,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,setLikeOptFlag,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,setOrClearFlag,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,setPageReferenced,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,setPendingFd,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,setPragmaResultColumnNames,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,setRawDateNumber,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,setResultStrOrError,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,setSectorSize,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,setSharedCacheTableLock,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,setStrAccumError,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,set_table_name,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,setupLookaside,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,SHA3Final,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sha3Func,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,SHA3Init,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sha3QueryFunc,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,SHA3Update,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,shellAddSchemaName,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,shellAuth,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,shell_callback,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,shellDatabaseError,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,shell_dbinfo_command,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,shellDeleteFile,PASSED,PASSED,PASSED,PASSED,PASSED
sqliteB4,shell_exec,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,shellFakeSchema,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,shellFkeyCollateClause,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,shellLog,PASSED,PASSED,PASSED,PASSED,PASSED
sqliteB4,shellModuleSchema,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,shell_out_of_memory,PASSED,PASSED,PASSED,PASSED,PASSED
sqliteB4,shellPutsFunc,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,showHelp,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sourceidFunc,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AbsInt32,PASSED,PASSED,PASSED,PASSED,PASSED
sqliteB4,sqlite3AddCheckConstraint,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AddCollateType,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AddColumn,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AddDefaultValue,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AddInt64,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,sqlite3AddNotNull,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AddPrimaryKey,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AffinityType,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_aggregate_context,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_aggregate_count,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AllocateIndexObject,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AlterBeginAddColumn,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AlterFinishAddColumn,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AlterFunctions,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AlterRenameColumn,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AlterRenameTable,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AnalysisLoad,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3Analyze,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3ApiExit,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_appendvfs_init,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3ArrayAllocate,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AtoF,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,sqlite3Atoi,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3Atoi64,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,sqlite3Attach,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AuthCheck,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AuthContextPop,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AuthContextPush,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AuthRead,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AuthReadCol,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_auto_extension,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AutoincrementBegin,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AutoincrementEnd,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3AutoLoadExtensions,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_backup_finish,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_backup_init,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_backup_pagecount,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_backup_remaining,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BackupRestart,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_backup_step,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BackupUpdate,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BeginBenignMalloc,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,sqlite3BeginTransaction,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BeginTrigger,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BeginWriteOperation,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BenignMallocHooks,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BinaryCompareCollSeq,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_bind_blob,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_bind_blob64,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_bind_double,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_bind_int,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_bind_int64,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_bind_null,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_bind_parameter_count,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_bind_parameter_index,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_bind_parameter_name,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_bind_pointer,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_bind_text,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_bind_text16,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_bind_text64,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_bind_value,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_bind_zeroblob,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_bind_zeroblob64,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BitvecBuiltinTest,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BitvecClear,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,sqlite3BitvecCreate,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,sqlite3BitvecDestroy,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,sqlite3BitvecSet,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BitvecSize,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,sqlite3BitvecTest,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,sqlite3BitvecTestNotNull,PASSED,PASSED,PASSED,PASSED,FAILED
sqliteB4,sqlite3_blob_bytes,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_blob_close,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BlobCompare,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_blob_open,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_blob_read,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_blob_reopen,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_blob_write,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeBeginStmt,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeBeginTrans,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeCheckpoint,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeClearCursor,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeClearTable,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeClearTableOfCursor,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeClose,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeCloseCursor,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeCommit,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeCommitPhaseOne,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeCommitPhaseTwo,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeConnectionCount,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeCopyFile,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeCount,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeCreateTable,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeCursor,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeCursorHasHint,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeCursorHasMoved,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeCursorHintFlags,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeCursorIsValidNN,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeCursorRestore,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeCursorSize,PASSED,PASSED,PASSED,PASSED,PASSED
sqliteB4,sqlite3BtreeCursorZero,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeDelete,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeDropTable,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeEnter,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeEnterAll,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeEnterCursor,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeEof,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeFakeValidCursor,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeFirst,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeGetAutoVacuum,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeGetFilename,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeGetJournalname,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeGetMeta,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeGetOptimalReserve,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeGetPageSize,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeGetReserveNoMutex,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeIncrblobCursor,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeIncrVacuum,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeInsert,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeIntegerKey,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeIntegrityCheck,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeIsInBackup,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeIsInReadTrans,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeIsInTrans,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeIsReadonly,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeLast,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeLastPage,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeLeave,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeLeaveAll,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeLeaveCursor,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeLockTable,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeMaxPageCount,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeMaxRecordSize,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeMovetoUnpacked,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeNewDb,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeNext,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeOpen,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreePager,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreePayload,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreePayloadChecked,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreePayloadFetch,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreePayloadSize,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreePrevious,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreePutData,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeRollback,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeRowCountEst,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeSavepoint,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeSchema,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeSchemaLocked,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeSecureDelete,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeSetAutoVacuum,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeSetCacheSize,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeSetMmapLimit,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeSetPagerFlags,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeSetPageSize,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeSetSpillSize,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeSetVersion,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeSharable,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeTripAllCursors,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3BtreeUpdateMeta,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_busy_handler,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_busy_timeout,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_cancel_auto_extension,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3CantopenError,PASSED,PASSED,PASSED,PASSED,PASSED
sqliteB4,sqlite3ChangeCookie,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_changes,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3CheckCollSeq,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3CheckObjectName,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3Checkpoint,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_clear_bindings,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3ClearStatTables,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3ClearTempRegCache,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_close,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3Close,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3CloseExtensions,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3CloseSavepoints,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3_close_v2,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3CodeDropTable,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3CodeRhsOfIN,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3CodeRowTrigger,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3CodeRowTriggerDirect,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3CodeSubselect,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3CodeVerifyNamedSchema,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3CodeVerifySchema,PASSED,FAILED,N/A,N/A,FAILED
sqliteB4,sqlite3CollapseDatabaseArray,PASSED,FAILED,N/A,N/A,FAILED
